Station Name,Time Period,Avg Daily Entries,December_21_2024,Season
Greensboro,Late Night (12am-Close),0.0K,September_04_2024,Fall
Greenbelt,Late Night (12am-Close),0.0K,September_04_2024,Fall
Glenmont,Late Night (12am-Close),0.0K,September_04_2024,Fall
Georgia Ave-Petworth,Late Night (12am-Close),0.0K,September_04_2024,Fall
Gallery Place,Late Night (12am-Close),0.0K,September_04_2024,Fall
Friendship Heights,Late Night (12am-Close),0.0K,September_04_2024,Fall
Franconia-Springfield,Late Night (12am-Close),0.0K,September_04_2024,Fall
Fort Totten,Late Night (12am-Close),0.0K,September_04_2024,Fall
Forest Glen,Late Night (12am-Close),0.0K,September_04_2024,Fall
Foggy Bottom-GWU,Late Night (12am-Close),0.0K,September_04_2024,Fall
Federal Triangle,Late Night (12am-Close),0.0K,September_04_2024,Fall
Federal Center SW,Late Night (12am-Close),0.0K,September_04_2024,Fall
Farragut West,Late Night (12am-Close),0.0K,September_04_2024,Fall
Farragut North,Late Night (12am-Close),0.0K,September_04_2024,Fall
Eisenhower Ave,Late Night (12am-Close),0.0K,September_04_2024,Fall
Eastern Market,Late Night (12am-Close),0.0K,September_04_2024,Fall
East Falls Church,Late Night (12am-Close),0.0K,September_04_2024,Fall
Dupont Circle,Late Night (12am-Close),0.0K,September_04_2024,Fall
Dunn Loring,Late Night (12am-Close),0.0K,September_04_2024,Fall
Dulles Airport,Late Night (12am-Close),0.0K,September_04_2024,Fall
Downtown Largo,Late Night (12am-Close),0.0K,September_04_2024,Fall
Deanwood,Late Night (12am-Close),0.0K,September_04_2024,Fall
Crystal City,Late Night (12am-Close),0.0K,September_04_2024,Fall
Court House,Late Night (12am-Close),0.0K,September_04_2024,Fall
Congress Heights,Late Night (12am-Close),0.0K,September_04_2024,Fall
Columbia Heights,Late Night (12am-Close),0.0K,September_04_2024,Fall
College Park-U of Md,Late Night (12am-Close),0.0K,September_04_2024,Fall
Cleveland Park,Late Night (12am-Close),0.0K,September_04_2024,Fall
Clarendon,Late Night (12am-Close),0.0K,September_04_2024,Fall
Cheverly,Late Night (12am-Close),0.0K,September_04_2024,Fall
Capitol South,Late Night (12am-Close),0.0K,September_04_2024,Fall
Capitol Heights,Late Night (12am-Close),0.0K,September_04_2024,Fall
Brookland-CUA,Late Night (12am-Close),0.0K,September_04_2024,Fall
Branch Ave,Late Night (12am-Close),0.0K,September_04_2024,Fall
Braddock Road,Late Night (12am-Close),0.0K,September_04_2024,Fall
Bethesda,Late Night (12am-Close),0.0K,September_04_2024,Fall
Benning Road,Late Night (12am-Close),0.0K,September_04_2024,Fall
Ballston-MU,Late Night (12am-Close),0.0K,September_04_2024,Fall
Ashburn,Late Night (12am-Close),0.0K,September_04_2024,Fall
Arlington Cemetery,Late Night (12am-Close),0.0K,September_04_2024,Fall
Archives,Late Night (12am-Close),0.0K,September_04_2024,Fall
Anacostia,Late Night (12am-Close),0.0K,September_04_2024,Fall
Addison Road,Late Night (12am-Close),0.0K,September_04_2024,Fall
Woodley Park,Evening (7pm-12am),0.3K,September_04_2024,Fall
Wiehle-Reston East,Evening (7pm-12am),0.1K,September_04_2024,Fall
Wheaton,Evening (7pm-12am),0.2K,September_04_2024,Fall
West Hyattsville,Evening (7pm-12am),0.1K,September_04_2024,Fall
West Falls Church,Evening (7pm-12am),0.1K,September_04_2024,Fall
Waterfront,Evening (7pm-12am),0.6K,September_04_2024,Fall
Virginia Sq-GMU,Evening (7pm-12am),0.2K,September_04_2024,Fall
Vienna,Evening (7pm-12am),0.2K,September_04_2024,Fall
Van Ness-UDC,Evening (7pm-12am),0.4K,September_04_2024,Fall
Van Dorn Street,Evening (7pm-12am),0.1K,September_04_2024,Fall
Union Station,Evening (7pm-12am),1.7K,September_04_2024,Fall
U Street,Evening (7pm-12am),1.0K,September_04_2024,Fall
Tysons,Evening (7pm-12am),0.4K,September_04_2024,Fall
Twinbrook,Evening (7pm-12am),0.2K,September_04_2024,Fall
Tenleytown-AU,Evening (7pm-12am),1.0K,September_04_2024,Fall
Takoma,Evening (7pm-12am),0.3K,September_04_2024,Fall
Suitland,Evening (7pm-12am),0.1K,September_04_2024,Fall
Stadium-Armory,Evening (7pm-12am),0.2K,September_04_2024,Fall
Spring Hill,Evening (7pm-12am),0.1K,September_04_2024,Fall
Southern Ave,Evening (7pm-12am),0.2K,September_04_2024,Fall
Smithsonian,Evening (7pm-12am),0.5K,September_04_2024,Fall
Silver Spring,Evening (7pm-12am),0.4K,September_04_2024,Fall
Shaw-Howard U,Evening (7pm-12am),0.5K,September_04_2024,Fall
Shady Grove,Evening (7pm-12am),0.2K,September_04_2024,Fall
Rosslyn,Evening (7pm-12am),0.9K,September_04_2024,Fall
Ronald Reagan Washington National Airport,Evening (7pm-12am),1.3K,September_04_2024,Fall
Rockville,Evening (7pm-12am),0.2K,September_04_2024,Fall
Rhode Island Ave,Evening (7pm-12am),0.6K,September_04_2024,Fall
Reston Town Center,Evening (7pm-12am),0.1K,September_04_2024,Fall
Potomac Yard,Evening (7pm-12am),0.1K,September_04_2024,Fall
Potomac Ave,Evening (7pm-12am),0.2K,September_04_2024,Fall
Pentagon City,Evening (7pm-12am),1.0K,September_04_2024,Fall
Pentagon,Evening (7pm-12am),0.3K,September_04_2024,Fall
North Bethesda,Evening (7pm-12am),0.2K,September_04_2024,Fall
NoMa-Gallaudet U,Evening (7pm-12am),1.1K,September_04_2024,Fall
New Carrollton,Evening (7pm-12am),0.2K,September_04_2024,Fall
Naylor Road,Evening (7pm-12am),0.1K,September_04_2024,Fall
Navy Yard-Ballpark,Evening (7pm-12am),1.0K,September_04_2024,Fall
Mt Vernon Sq,Evening (7pm-12am),0.5K,September_04_2024,Fall
Morgan Boulevard,Evening (7pm-12am),0.0K,September_04_2024,Fall
Minnesota Ave,Evening (7pm-12am),0.2K,September_04_2024,Fall
Metro Center,Evening (7pm-12am),2.4K,September_04_2024,Fall
Medical Center,Evening (7pm-12am),0.3K,September_04_2024,Fall
McPherson Sq,Evening (7pm-12am),1.0K,September_04_2024,Fall
McLean,Evening (7pm-12am),0.2K,September_04_2024,Fall
Loudoun Gateway,Evening (7pm-12am),0.0K,September_04_2024,Fall
Landover,Evening (7pm-12am),0.1K,September_04_2024,Fall
L'Enfant Plaza,Evening (7pm-12am),0.9K,September_04_2024,Fall
King St-Old Town,Evening (7pm-12am),0.5K,September_04_2024,Fall
Judiciary Square,Evening (7pm-12am),0.6K,September_04_2024,Fall
Innovation Center,Evening (7pm-12am),0.1K,September_04_2024,Fall
Hyattsville Crossing,Evening (7pm-12am),0.3K,September_04_2024,Fall
Huntington,Evening (7pm-12am),0.1K,September_04_2024,Fall
Herndon,Evening (7pm-12am),0.0K,September_04_2024,Fall
Grosvenor-Strathmore,Evening (7pm-12am),0.1K,September_04_2024,Fall
Greensboro,Evening (7pm-12am),0.1K,September_04_2024,Fall
Greenbelt,Evening (7pm-12am),0.2K,September_04_2024,Fall
Glenmont,Evening (7pm-12am),0.1K,September_04_2024,Fall
Georgia Ave-Petworth,Evening (7pm-12am),0.4K,September_04_2024,Fall
Gallery Place,Evening (7pm-12am),2.7K,September_04_2024,Fall
Friendship Heights,Evening (7pm-12am),0.4K,September_04_2024,Fall
Franconia-Springfield,Evening (7pm-12am),0.2K,September_04_2024,Fall
Fort Totten,Evening (7pm-12am),0.6K,September_04_2024,Fall
Forest Glen,Evening (7pm-12am),0.1K,September_04_2024,Fall
Foggy Bottom-GWU,Evening (7pm-12am),3.7K,September_04_2024,Fall
Federal Triangle,Evening (7pm-12am),0.4K,September_04_2024,Fall
Federal Center SW,Evening (7pm-12am),0.2K,September_04_2024,Fall
Farragut West,Evening (7pm-12am),1.5K,September_04_2024,Fall
Farragut North,Evening (7pm-12am),1.9K,September_04_2024,Fall
Eisenhower Ave,Evening (7pm-12am),0.1K,September_04_2024,Fall
Eastern Market,Evening (7pm-12am),0.5K,September_04_2024,Fall
East Falls Church,Evening (7pm-12am),0.2K,September_04_2024,Fall
Dupont Circle,Evening (7pm-12am),2.0K,September_04_2024,Fall
Dunn Loring,Evening (7pm-12am),0.1K,September_04_2024,Fall
Dulles Airport,Evening (7pm-12am),0.5K,September_04_2024,Fall
Downtown Largo,Evening (7pm-12am),0.1K,September_04_2024,Fall
Deanwood,Evening (7pm-12am),0.1K,September_04_2024,Fall
Crystal City,Evening (7pm-12am),0.5K,September_04_2024,Fall
Court House,Evening (7pm-12am),0.4K,September_04_2024,Fall
Congress Heights,Evening (7pm-12am),0.1K,September_04_2024,Fall
Columbia Heights,Evening (7pm-12am),1.1K,September_04_2024,Fall
College Park-U of Md,Evening (7pm-12am),0.2K,September_04_2024,Fall
Cleveland Park,Evening (7pm-12am),0.3K,September_04_2024,Fall
Clarendon,Evening (7pm-12am),0.5K,September_04_2024,Fall
Cheverly,Evening (7pm-12am),0.0K,September_04_2024,Fall
Capitol South,Evening (7pm-12am),0.4K,September_04_2024,Fall
Capitol Heights,Evening (7pm-12am),0.1K,September_04_2024,Fall
Brookland-CUA,Evening (7pm-12am),0.5K,September_04_2024,Fall
Branch Ave,Evening (7pm-12am),0.1K,September_04_2024,Fall
Braddock Road,Evening (7pm-12am),0.1K,September_04_2024,Fall
Bethesda,Evening (7pm-12am),0.5K,September_04_2024,Fall
Benning Road,Evening (7pm-12am),0.1K,September_04_2024,Fall
Ballston-MU,Evening (7pm-12am),0.6K,September_04_2024,Fall
Ashburn,Evening (7pm-12am),0.1K,September_04_2024,Fall
Arlington Cemetery,Evening (7pm-12am),0.0K,September_04_2024,Fall
Archives,Evening (7pm-12am),0.9K,September_04_2024,Fall
Anacostia,Evening (7pm-12am),0.3K,September_04_2024,Fall
Addison Road,Evening (7pm-12am),0.1K,September_04_2024,Fall
Woodley Park,PM Peak (3pm-7pm),1.0K,September_04_2024,Fall
Wiehle-Reston East,PM Peak (3pm-7pm),0.3K,September_04_2024,Fall
Wheaton,PM Peak (3pm-7pm),0.4K,September_04_2024,Fall
West Hyattsville,PM Peak (3pm-7pm),0.5K,September_04_2024,Fall
West Falls Church,PM Peak (3pm-7pm),0.2K,September_04_2024,Fall
Waterfront,PM Peak (3pm-7pm),1.3K,September_04_2024,Fall
Virginia Sq-GMU,PM Peak (3pm-7pm),0.7K,September_04_2024,Fall
Vienna,PM Peak (3pm-7pm),0.3K,September_04_2024,Fall
Van Ness-UDC,PM Peak (3pm-7pm),1.2K,September_04_2024,Fall
Van Dorn Street,PM Peak (3pm-7pm),0.2K,September_04_2024,Fall
Union Station,PM Peak (3pm-7pm),5.7K,September_04_2024,Fall
U Street,PM Peak (3pm-7pm),1.4K,September_04_2024,Fall
Tysons,PM Peak (3pm-7pm),1.1K,September_04_2024,Fall
Twinbrook,PM Peak (3pm-7pm),0.6K,September_04_2024,Fall
Tenleytown-AU,PM Peak (3pm-7pm),2.1K,September_04_2024,Fall
Takoma,PM Peak (3pm-7pm),1.1K,September_04_2024,Fall
Suitland,PM Peak (3pm-7pm),0.4K,September_04_2024,Fall
Stadium-Armory,PM Peak (3pm-7pm),0.6K,September_04_2024,Fall
Spring Hill,PM Peak (3pm-7pm),0.3K,September_04_2024,Fall
Southern Ave,PM Peak (3pm-7pm),0.4K,September_04_2024,Fall
Smithsonian,PM Peak (3pm-7pm),2.5K,September_04_2024,Fall
Silver Spring,PM Peak (3pm-7pm),1.4K,September_04_2024,Fall
Shaw-Howard U,PM Peak (3pm-7pm),1.6K,September_04_2024,Fall
Shady Grove,PM Peak (3pm-7pm),0.9K,September_04_2024,Fall
Rosslyn,PM Peak (3pm-7pm),3.7K,September_04_2024,Fall
Ronald Reagan Washington National Airport,PM Peak (3pm-7pm),1.6K,September_04_2024,Fall
Rockville,PM Peak (3pm-7pm),0.6K,September_04_2024,Fall
Rhode Island Ave,PM Peak (3pm-7pm),1.1K,September_04_2024,Fall
Reston Town Center,PM Peak (3pm-7pm),0.4K,September_04_2024,Fall
Potomac Yard,PM Peak (3pm-7pm),0.4K,September_04_2024,Fall
Potomac Ave,PM Peak (3pm-7pm),0.5K,September_04_2024,Fall
Pentagon City,PM Peak (3pm-7pm),2.7K,September_04_2024,Fall
Pentagon,PM Peak (3pm-7pm),4.6K,September_04_2024,Fall
North Bethesda,PM Peak (3pm-7pm),0.6K,September_04_2024,Fall
NoMa-Gallaudet U,PM Peak (3pm-7pm),3.9K,September_04_2024,Fall
New Carrollton,PM Peak (3pm-7pm),0.6K,September_04_2024,Fall
Naylor Road,PM Peak (3pm-7pm),0.2K,September_04_2024,Fall
Navy Yard-Ballpark,PM Peak (3pm-7pm),3.3K,September_04_2024,Fall
Mt Vernon Sq,PM Peak (3pm-7pm),1.4K,September_04_2024,Fall
Morgan Boulevard,PM Peak (3pm-7pm),0.2K,September_04_2024,Fall
Minnesota Ave,PM Peak (3pm-7pm),0.5K,September_04_2024,Fall
Metro Center,PM Peak (3pm-7pm),9.3K,September_04_2024,Fall
Medical Center,PM Peak (3pm-7pm),2.1K,September_04_2024,Fall
McPherson Sq,PM Peak (3pm-7pm),4.6K,September_04_2024,Fall
McLean,PM Peak (3pm-7pm),1.7K,September_04_2024,Fall
Loudoun Gateway,PM Peak (3pm-7pm),0.1K,September_04_2024,Fall
Landover,PM Peak (3pm-7pm),0.1K,September_04_2024,Fall
L'Enfant Plaza,PM Peak (3pm-7pm),6.6K,September_04_2024,Fall
King St-Old Town,PM Peak (3pm-7pm),1.2K,September_04_2024,Fall
Judiciary Square,PM Peak (3pm-7pm),2.9K,September_04_2024,Fall
Innovation Center,PM Peak (3pm-7pm),0.3K,September_04_2024,Fall
Hyattsville Crossing,PM Peak (3pm-7pm),0.7K,September_04_2024,Fall
Huntington,PM Peak (3pm-7pm),0.5K,September_04_2024,Fall
Herndon,PM Peak (3pm-7pm),0.2K,September_04_2024,Fall
Grosvenor-Strathmore,PM Peak (3pm-7pm),0.4K,September_04_2024,Fall
Greensboro,PM Peak (3pm-7pm),0.5K,September_04_2024,Fall
Greenbelt,PM Peak (3pm-7pm),0.6K,September_04_2024,Fall
Glenmont,PM Peak (3pm-7pm),0.3K,September_04_2024,Fall
Georgia Ave-Petworth,PM Peak (3pm-7pm),1.5K,September_04_2024,Fall
Gallery Place,PM Peak (3pm-7pm),6.1K,September_04_2024,Fall
Friendship Heights,PM Peak (3pm-7pm),1.2K,September_04_2024,Fall
Franconia-Springfield,PM Peak (3pm-7pm),0.5K,September_04_2024,Fall
Fort Totten,PM Peak (3pm-7pm),1.8K,September_04_2024,Fall
Forest Glen,PM Peak (3pm-7pm),0.2K,September_04_2024,Fall
Foggy Bottom-GWU,PM Peak (3pm-7pm),8.2K,September_04_2024,Fall
Federal Triangle,PM Peak (3pm-7pm),3.4K,September_04_2024,Fall
Federal Center SW,PM Peak (3pm-7pm),1.7K,September_04_2024,Fall
Farragut West,PM Peak (3pm-7pm),7.5K,September_04_2024,Fall
Farragut North,PM Peak (3pm-7pm),8.1K,September_04_2024,Fall
Eisenhower Ave,PM Peak (3pm-7pm),0.4K,September_04_2024,Fall
Eastern Market,PM Peak (3pm-7pm),1.1K,September_04_2024,Fall
East Falls Church,PM Peak (3pm-7pm),0.5K,September_04_2024,Fall
Dupont Circle,PM Peak (3pm-7pm),4.7K,September_04_2024,Fall
Dunn Loring,PM Peak (3pm-7pm),0.4K,September_04_2024,Fall
Dulles Airport,PM Peak (3pm-7pm),0.9K,September_04_2024,Fall
Downtown Largo,PM Peak (3pm-7pm),0.3K,September_04_2024,Fall
Deanwood,PM Peak (3pm-7pm),0.2K,September_04_2024,Fall
Crystal City,PM Peak (3pm-7pm),2.2K,September_04_2024,Fall
Court House,PM Peak (3pm-7pm),1.0K,September_04_2024,Fall
Congress Heights,PM Peak (3pm-7pm),0.4K,September_04_2024,Fall
Columbia Heights,PM Peak (3pm-7pm),3.2K,September_04_2024,Fall
College Park-U of Md,PM Peak (3pm-7pm),0.7K,September_04_2024,Fall
Cleveland Park,PM Peak (3pm-7pm),0.6K,September_04_2024,Fall
Clarendon,PM Peak (3pm-7pm),0.8K,September_04_2024,Fall
Cheverly,PM Peak (3pm-7pm),0.1K,September_04_2024,Fall
Capitol South,PM Peak (3pm-7pm),2.7K,September_04_2024,Fall
Capitol Heights,PM Peak (3pm-7pm),0.2K,September_04_2024,Fall
Brookland-CUA,PM Peak (3pm-7pm),1.8K,September_04_2024,Fall
Branch Ave,PM Peak (3pm-7pm),0.4K,September_04_2024,Fall
Braddock Road,PM Peak (3pm-7pm),0.5K,September_04_2024,Fall
Bethesda,PM Peak (3pm-7pm),2.0K,September_04_2024,Fall
Benning Road,PM Peak (3pm-7pm),0.4K,September_04_2024,Fall
Ballston-MU,PM Peak (3pm-7pm),2.0K,September_04_2024,Fall
Ashburn,PM Peak (3pm-7pm),0.2K,September_04_2024,Fall
Arlington Cemetery,PM Peak (3pm-7pm),0.3K,September_04_2024,Fall
Archives,PM Peak (3pm-7pm),3.6K,September_04_2024,Fall
Anacostia,PM Peak (3pm-7pm),1.2K,September_04_2024,Fall
Addison Road,PM Peak (3pm-7pm),0.2K,September_04_2024,Fall
Woodley Park,Midday (9:30am-3pm),0.8K,September_04_2024,Fall
Wiehle-Reston East,Midday (9:30am-3pm),0.3K,September_04_2024,Fall
Wheaton,Midday (9:30am-3pm),0.5K,September_04_2024,Fall
West Hyattsville,Midday (9:30am-3pm),0.7K,September_04_2024,Fall
West Falls Church,Midday (9:30am-3pm),0.3K,September_04_2024,Fall
Waterfront,Midday (9:30am-3pm),0.9K,September_04_2024,Fall
Virginia Sq-GMU,Midday (9:30am-3pm),0.5K,September_04_2024,Fall
Vienna,Midday (9:30am-3pm),0.8K,September_04_2024,Fall
Van Ness-UDC,Midday (9:30am-3pm),1.0K,September_04_2024,Fall
Van Dorn Street,Midday (9:30am-3pm),0.3K,September_04_2024,Fall
Union Station,Midday (9:30am-3pm),2.9K,September_04_2024,Fall
U Street,Midday (9:30am-3pm),1.0K,September_04_2024,Fall
Tysons,Midday (9:30am-3pm),0.4K,September_04_2024,Fall
Twinbrook,Midday (9:30am-3pm),0.6K,September_04_2024,Fall
Tenleytown-AU,Midday (9:30am-3pm),1.1K,September_04_2024,Fall
Takoma,Midday (9:30am-3pm),0.8K,September_04_2024,Fall
Suitland,Midday (9:30am-3pm),0.6K,September_04_2024,Fall
Stadium-Armory,Midday (9:30am-3pm),0.5K,September_04_2024,Fall
Spring Hill,Midday (9:30am-3pm),0.2K,September_04_2024,Fall
Southern Ave,Midday (9:30am-3pm),0.6K,September_04_2024,Fall
Smithsonian,Midday (9:30am-3pm),0.8K,September_04_2024,Fall
Silver Spring,Midday (9:30am-3pm),1.3K,September_04_2024,Fall
Shaw-Howard U,Midday (9:30am-3pm),0.8K,September_04_2024,Fall
Shady Grove,Midday (9:30am-3pm),1.2K,September_04_2024,Fall
Rosslyn,Midday (9:30am-3pm),1.8K,September_04_2024,Fall
Ronald Reagan Washington National Airport,Midday (9:30am-3pm),1.8K,September_04_2024,Fall
Rockville,Midday (9:30am-3pm),0.6K,September_04_2024,Fall
Rhode Island Ave,Midday (9:30am-3pm),1.4K,September_04_2024,Fall
Reston Town Center,Midday (9:30am-3pm),0.2K,September_04_2024,Fall
Potomac Yard,Midday (9:30am-3pm),0.4K,September_04_2024,Fall
Potomac Ave,Midday (9:30am-3pm),0.6K,September_04_2024,Fall
Pentagon City,Midday (9:30am-3pm),2.2K,September_04_2024,Fall
Pentagon,Midday (9:30am-3pm),1.6K,September_04_2024,Fall
North Bethesda,Midday (9:30am-3pm),0.5K,September_04_2024,Fall
NoMa-Gallaudet U,Midday (9:30am-3pm),2.3K,September_04_2024,Fall
New Carrollton,Midday (9:30am-3pm),0.8K,September_04_2024,Fall
Naylor Road,Midday (9:30am-3pm),0.3K,September_04_2024,Fall
Navy Yard-Ballpark,Midday (9:30am-3pm),1.4K,September_04_2024,Fall
Mt Vernon Sq,Midday (9:30am-3pm),0.8K,September_04_2024,Fall
Morgan Boulevard,Midday (9:30am-3pm),0.2K,September_04_2024,Fall
Minnesota Ave,Midday (9:30am-3pm),0.5K,September_04_2024,Fall
Metro Center,Midday (9:30am-3pm),2.4K,September_04_2024,Fall
Medical Center,Midday (9:30am-3pm),0.6K,September_04_2024,Fall
McPherson Sq,Midday (9:30am-3pm),1.5K,September_04_2024,Fall
McLean,Midday (9:30am-3pm),0.4K,September_04_2024,Fall
Loudoun Gateway,Midday (9:30am-3pm),0.1K,September_04_2024,Fall
Landover,Midday (9:30am-3pm),0.2K,September_04_2024,Fall
L'Enfant Plaza,Midday (9:30am-3pm),2.1K,September_04_2024,Fall
King St-Old Town,Midday (9:30am-3pm),0.9K,September_04_2024,Fall
Judiciary Square,Midday (9:30am-3pm),1.0K,September_04_2024,Fall
Innovation Center,Midday (9:30am-3pm),0.2K,September_04_2024,Fall
Hyattsville Crossing,Midday (9:30am-3pm),0.9K,September_04_2024,Fall
Huntington,Midday (9:30am-3pm),0.8K,September_04_2024,Fall
Herndon,Midday (9:30am-3pm),0.2K,September_04_2024,Fall
Grosvenor-Strathmore,Midday (9:30am-3pm),0.6K,September_04_2024,Fall
Greensboro,Midday (9:30am-3pm),0.2K,September_04_2024,Fall
Greenbelt,Midday (9:30am-3pm),0.7K,September_04_2024,Fall
Glenmont,Midday (9:30am-3pm),0.6K,September_04_2024,Fall
Georgia Ave-Petworth,Midday (9:30am-3pm),1.2K,September_04_2024,Fall
Gallery Place,Midday (9:30am-3pm),2.3K,September_04_2024,Fall
Friendship Heights,Midday (9:30am-3pm),1.1K,September_04_2024,Fall
Franconia-Springfield,Midday (9:30am-3pm),0.7K,September_04_2024,Fall
Fort Totten,Midday (9:30am-3pm),1.9K,September_04_2024,Fall
Forest Glen,Midday (9:30am-3pm),0.2K,September_04_2024,Fall
Foggy Bottom-GWU,Midday (9:30am-3pm),2.9K,September_04_2024,Fall
Federal Triangle,Midday (9:30am-3pm),0.8K,September_04_2024,Fall
Federal Center SW,Midday (9:30am-3pm),0.5K,September_04_2024,Fall
Farragut West,Midday (9:30am-3pm),2.0K,September_04_2024,Fall
Farragut North,Midday (9:30am-3pm),2.1K,September_04_2024,Fall
Eisenhower Ave,Midday (9:30am-3pm),0.3K,September_04_2024,Fall
Eastern Market,Midday (9:30am-3pm),0.9K,September_04_2024,Fall
East Falls Church,Midday (9:30am-3pm),0.6K,September_04_2024,Fall
Dupont Circle,Midday (9:30am-3pm),2.1K,September_04_2024,Fall
Dunn Loring,Midday (9:30am-3pm),0.4K,September_04_2024,Fall
Dulles Airport,Midday (9:30am-3pm),0.4K,September_04_2024,Fall
Downtown Largo,Midday (9:30am-3pm),0.5K,September_04_2024,Fall
Deanwood,Midday (9:30am-3pm),0.3K,September_04_2024,Fall
Crystal City,Midday (9:30am-3pm),1.3K,September_04_2024,Fall
Court House,Midday (9:30am-3pm),0.8K,September_04_2024,Fall
Congress Heights,Midday (9:30am-3pm),0.4K,September_04_2024,Fall
Columbia Heights,Midday (9:30am-3pm),2.2K,September_04_2024,Fall
College Park-U of Md,Midday (9:30am-3pm),0.5K,September_04_2024,Fall
Cleveland Park,Midday (9:30am-3pm),0.7K,September_04_2024,Fall
Clarendon,Midday (9:30am-3pm),0.6K,September_04_2024,Fall
Cheverly,Midday (9:30am-3pm),0.2K,September_04_2024,Fall
Capitol South,Midday (9:30am-3pm),0.9K,September_04_2024,Fall
Capitol Heights,Midday (9:30am-3pm),0.3K,September_04_2024,Fall
Brookland-CUA,Midday (9:30am-3pm),1.1K,September_04_2024,Fall
Branch Ave,Midday (9:30am-3pm),0.5K,September_04_2024,Fall
Braddock Road,Midday (9:30am-3pm),0.5K,September_04_2024,Fall
Bethesda,Midday (9:30am-3pm),1.1K,September_04_2024,Fall
Benning Road,Midday (9:30am-3pm),0.5K,September_04_2024,Fall
Ballston-MU,Midday (9:30am-3pm),1.2K,September_04_2024,Fall
Ashburn,Midday (9:30am-3pm),0.3K,September_04_2024,Fall
Arlington Cemetery,Midday (9:30am-3pm),0.3K,September_04_2024,Fall
Archives,Midday (9:30am-3pm),1.1K,September_04_2024,Fall
Anacostia,Midday (9:30am-3pm),1.2K,September_04_2024,Fall
Addison Road,Midday (9:30am-3pm),0.4K,September_04_2024,Fall
Woodley Park,AM Peak (Open-9:30am),1.4K,September_04_2024,Fall
Wiehle-Reston East,AM Peak (Open-9:30am),1.1K,September_04_2024,Fall
Wheaton,AM Peak (Open-9:30am),1.0K,September_04_2024,Fall
West Hyattsville,AM Peak (Open-9:30am),1.5K,September_04_2024,Fall
West Falls Church,AM Peak (Open-9:30am),0.9K,September_04_2024,Fall
Waterfront,AM Peak (Open-9:30am),1.1K,September_04_2024,Fall
Virginia Sq-GMU,AM Peak (Open-9:30am),1.2K,September_04_2024,Fall
Vienna,AM Peak (Open-9:30am),2.8K,September_04_2024,Fall
Van Ness-UDC,AM Peak (Open-9:30am),1.4K,September_04_2024,Fall
Van Dorn Street,AM Peak (Open-9:30am),1.1K,September_04_2024,Fall
Union Station,AM Peak (Open-9:30am),5.3K,September_04_2024,Fall
U Street,AM Peak (Open-9:30am),1.5K,September_04_2024,Fall
Tysons,AM Peak (Open-9:30am),0.4K,September_04_2024,Fall
Twinbrook,AM Peak (Open-9:30am),1.3K,September_04_2024,Fall
Tenleytown-AU,AM Peak (Open-9:30am),1.1K,September_04_2024,Fall
Takoma,AM Peak (Open-9:30am),2.0K,September_04_2024,Fall
Suitland,AM Peak (Open-9:30am),1.7K,September_04_2024,Fall
Stadium-Armory,AM Peak (Open-9:30am),0.8K,September_04_2024,Fall
Spring Hill,AM Peak (Open-9:30am),0.2K,September_04_2024,Fall
Southern Ave,AM Peak (Open-9:30am),1.7K,September_04_2024,Fall
Smithsonian,AM Peak (Open-9:30am),0.2K,September_04_2024,Fall
Silver Spring,AM Peak (Open-9:30am),2.5K,September_04_2024,Fall
Shaw-Howard U,AM Peak (Open-9:30am),1.0K,September_04_2024,Fall
Shady Grove,AM Peak (Open-9:30am),4.3K,September_04_2024,Fall
Rosslyn,AM Peak (Open-9:30am),2.1K,September_04_2024,Fall
Ronald Reagan Washington National Airport,AM Peak (Open-9:30am),0.6K,September_04_2024,Fall
Rockville,AM Peak (Open-9:30am),1.3K,September_04_2024,Fall
Rhode Island Ave,AM Peak (Open-9:30am),2.1K,September_04_2024,Fall
Reston Town Center,AM Peak (Open-9:30am),0.4K,September_04_2024,Fall
Potomac Yard,AM Peak (Open-9:30am),0.8K,September_04_2024,Fall
Potomac Ave,AM Peak (Open-9:30am),1.5K,September_04_2024,Fall
Pentagon City,AM Peak (Open-9:30am),2.9K,September_04_2024,Fall
Pentagon,AM Peak (Open-9:30am),2.9K,September_04_2024,Fall
North Bethesda,AM Peak (Open-9:30am),0.9K,September_04_2024,Fall
NoMa-Gallaudet U,AM Peak (Open-9:30am),3.9K,September_04_2024,Fall
New Carrollton,AM Peak (Open-9:30am),2.4K,September_04_2024,Fall
Naylor Road,AM Peak (Open-9:30am),0.9K,September_04_2024,Fall
Navy Yard-Ballpark,AM Peak (Open-9:30am),2.1K,September_04_2024,Fall
Mt Vernon Sq,AM Peak (Open-9:30am),0.9K,September_04_2024,Fall
Morgan Boulevard,AM Peak (Open-9:30am),0.6K,September_04_2024,Fall
Minnesota Ave,AM Peak (Open-9:30am),0.8K,September_04_2024,Fall
Metro Center,AM Peak (Open-9:30am),1.0K,September_04_2024,Fall
Medical Center,AM Peak (Open-9:30am),0.6K,September_04_2024,Fall
McPherson Sq,AM Peak (Open-9:30am),1.4K,September_04_2024,Fall
McLean,AM Peak (Open-9:30am),0.4K,September_04_2024,Fall
Loudoun Gateway,AM Peak (Open-9:30am),0.2K,September_04_2024,Fall
Landover,AM Peak (Open-9:30am),0.8K,September_04_2024,Fall
